name,X,Y,area,point
Crease,296.50733184814453,318.7001190185547,4.395882008785149,2
Crease,343.418701171875,321.7236862182617,4.296519893554505,2
Crease,343.418701171875,321.7236862182617,4.296519893554505,2
Crease,343.418701171875,321.7236862182617,4.296519893554505,2
Crease,356.02516174316406,329.66922760009766,3.847081361101708,2
Crease,356.02516174316406,329.66922760009766,3.847081361101708,2
Crease,381.45838928222656,323.5291290283203,4.416622403620277,2
Crease,200.0015411376953,289.0992736816406,4.731754840635695,2
Crease,394.75502014160156,303.08969497680664,5.215285342434072,2
Crease,213.07746124267578,300.139217376709,5.164307061334548,2
Crease,397.12913513183594,303.4926986694336,5.444021029551281,2
Crease,200.77645111083984,307.6458511352539,4.5306213547213705,2
Crease,397.12913513183594,303.4926986694336,5.444021029551281,2
Crease,200.77645111083984,307.6458511352539,4.5306213547213705,2
Crease,397.12913513183594,303.4926986694336,5.444021029551281,2
Crease,200.77645111083984,307.6458511352539,4.5306213547213705,2
Crease,275.9056091308594,298.98181915283203,7.693427364625968,3
Crease,247.34765625,311.84556579589844,5.010215968038328,2
Crease,469.88035583496094,303.6692428588867,5.631422569077695,2
Crease,247.34765625,311.84556579589844,5.010215968038328,2
Crease,469.88035583496094,303.6692428588867,5.631422569077695,2
Crease,253.01499938964844,313.12562561035156,5.072772184773255,2
Crease,564.5197296142578,199.26307678222656,5.989946114221122,2
Crease,273.88854217529297,305.0984191894531,5.7838732604938565,2
Crease,544.5890655517578,291.2485885620117,6.978202121820068,3
Crease,273.88854217529297,305.0984191894531,5.7838732604938565,2
Crease,544.5890655517578,291.2485885620117,6.978202121820068,3
Crease,552.6667022705078,248.06613540649414,8.009109313192894,3
Crease,279.1699981689453,304.5900115966797,6.108414098419715,3
Crease,552.6667022705078,248.06613540649414,8.009109313192894,3
Crease,279.1699981689453,304.5900115966797,6.108414098419715,3
Crease,263.5230026245117,310.2497253417969,5.37051420332687,2
Crease,532.4794616699219,238.0938720703125,9.950670099936426,4
Crease,262.61224365234375,314.07081604003906,5.244871212671511,2
Crease,554.6424865722656,218.4656524658203,7.459073945540004,3
Crease,264.0081558227539,312.74049377441406,5.322925062866742,2
Crease,546.1031646728516,243.33984756469727,8.802821291435347,3
Crease,264.0081558227539,312.74049377441406,5.322925062866742,2
Crease,546.1031646728516,243.33984756469727,8.802821291435347,3
Crease,299.4585952758789,307.4740982055664,6.041169146443834,3
Crease,549.1513824462891,307.75501251220703,5.878864189494634,2
Crease,83.39088439941406,303.8488082885742,5.625672285053181,2
Crease,544.5475616455078,306.21697998046875,6.1886176312845205,3
Crease,295.63731384277344,309.4957733154297,5.9373174549150285,2
Crease,78.6146469116211,300.3012390136719,5.39008966238834,2
Crease,544.5475616455078,306.21697998046875,6.1886176312845205,3
Crease,295.63731384277344,309.4957733154297,5.9373174549150285,2
Crease,78.6146469116211,300.3012390136719,5.39008966238834,2
Crease,549.7937622070312,298.76562118530273,6.271302412427031,3
Crease,287.4595184326172,320.11253356933594,4.966579568427522,2
Crease,103.95500183105469,261.88777923583984,6.966083227447235,3
Crease,549.7937622070312,298.76562118530273,6.271302412427031,3
Crease,287.4595184326172,320.11253356933594,4.966579568427522,2
Crease,103.95500183105469,261.88777923583984,6.966083227447235,3
Crease,554.6773071289062,270.04581451416016,7.165542594083585,3
Crease,280.9571838378906,308.3565902709961,5.7497189848870045,2
Crease,554.6773071289062,270.04581451416016,7.165542594083585,3
Crease,280.9571838378906,308.3565902709961,5.7497189848870045,2
Crease,275.94322204589844,311.36510467529297,5.30925415105694,2
Crease,537.7442779541016,264.3861198425293,8.1813189214695,3
Crease,346.3286895751953,314.9327621459961,5.5967737563401,2
Crease,346.3286895751953,314.9327621459961,5.5967737563401,2
Crease,346.3286895751953,314.9327621459961,5.5967737563401,2
Crease,349.7031707763672,310.19677734375,5.7115434407919645,2
Crease,349.7031707763672,310.19677734375,5.7115434407919645,2
Crease,355.86370849609375,310.36222076416016,5.781134169020224,2
Crease,355.86370849609375,310.36222076416016,5.781134169020224,2
Crease,354.3384094238281,312.32274627685547,5.520493161552307,2
Crease,353.12818908691406,309.3898010253906,5.448566452977248,2
Crease,353.12818908691406,309.3898010253906,5.448566452977248,2
Crease,358.4051513671875,307.1823501586914,5.582545925849118,2
Crease,377.7240295410156,288.78662109375,7.16028747868538,3
Crease,367.0181579589844,301.3550567626953,6.025276108598337,3
Crease,367.0181579589844,301.3550567626953,6.025276108598337,3
Crease,380.3929443359375,279.7526550292969,7.684579862572253,3
Crease,380.3929443359375,279.7526550292969,7.684579862572253,3
Crease,378.9564514160156,271.31866455078125,8.12658666158095,3
Crease,378.9564514160156,271.31866455078125,8.12658666158095,3
Crease,353.2968444824219,241.71637725830078,7.433881601347495,3
Crease,353.2968444824219,241.71637725830078,7.433881601347495,3
Crease,335.26548767089844,213.16348266601562,6.5097934041554115,3
Crease,335.26548767089844,213.16348266601562,6.5097934041554115,3
Crease,322.5088348388672,221.1393699645996,5.52633560206017,2
Crease,337.16368103027344,227.62481689453125,6.364956137498841,3
Crease,337.16368103027344,227.62481689453125,6.364956137498841,3
Crease,339.588623046875,242.62759399414062,7.208909649601579,3
Crease,339.588623046875,242.62759399414062,7.208909649601579,3
Crease,324.83130645751953,244.19872283935547,7.099033912238083,3
Crease,324.83130645751953,244.19872283935547,7.099033912238083,3
